period,duoarea,area-name,product,product-name,process,process-name,series,series-description,value,units
2024-09,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2024-09,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2024-09,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),48196,MMCF
2024-08,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2024-08,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),59186,MMCF
2024-08,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2024-07,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2024-07,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),58763,MMCF
2024-07,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2024-06,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2024-06,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),55913,MMCF
2024-06,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2024-05,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2024-05,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2024-05,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),53747,MMCF
2024-04,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),58326,MMCF
2024-04,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2024-04,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2024-03,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),55493,MMCF
2024-03,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2024-03,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2024-02,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2024-02,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),54993,MMCF
2024-02,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2024-01,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2024-01,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),59788,MMCF
2024-01,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2023-12,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),60188,MMCF
2023-12,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2023-12,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2023-11,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2023-11,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2023-11,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),58087,MMCF
2023-10,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2023-10,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),62841,MMCF
2023-10,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2023-09,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),63956,MMCF
2023-09,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2023-09,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2023-08,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2023-08,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2023-08,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),61088,MMCF
2023-07,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2023-07,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),64202,MMCF
2023-07,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2023-06,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2023-06,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),58126,MMCF
2023-06,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2023-05,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),57325,MMCF
2023-05,R3FM,NA,EPG0,Natural Gas,FGG,Withdrawals from Gas Wells,N9011FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Gas Wells (MMcf),,MMCF
2023-05,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
2023-04,R3FM,NA,EPG0,Natural Gas,FGW,Gross Withdrawals,N9010FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals (MMcf),59529,MMCF
2023-04,R3FM,NA,EPG0,Natural Gas,FGO,Withdrawals from Oil Wells,N9012FX2,Federal Offshore--Gulf of Mexico Natural Gas Gross Withdrawals from Oil Wells (MMcf),,MMCF
